x_surface,y_surface,z_surface,x_eef,y_eef,z_eef,err_angle
0.009123841,-0.025453472,0.999634371,-0.033361365,-0.016987548,0.999298976,2.482349568
0.009433809,-0.025244502,0.999636793,-0.038080049,-0.012917076,0.999191202,2.812875425
0.00957256,-0.024939608,0.999643127,-0.032071614,-0.013859064,0.999389483,2.469286928
0.009787767,-0.02464129,0.999648441,-0.028236833,-0.013428167,0.999511063,2.271565639
0.010029147,-0.024686533,0.999644933,-0.033402736,-0.015666643,0.999319175,2.541838515
0.010145841,-0.023739413,0.999666696,-0.033177829,-0.015658253,0.999326799,2.525356965
0.010109008,-0.024141881,0.99965743,-0.033525479,-0.01637158,0.999303764,2.539691773
0.010045258,-0.023970667,0.999662193,-0.032518506,-0.012572173,0.999392059,2.524909292
0.011002654,-0.022860107,0.999678127,-0.033425325,-0.014703739,0.999333051,2.58837309
0.009181756,-0.022278312,0.999709644,-0.033165523,-0.014261736,0.999348113,2.469691253
0.010716546,-0.024182782,0.999650113,-0.03369442,-0.014575403,0.999325895,2.603710974
0.010227158,-0.023948154,0.999660888,-0.035304692,-0.020389363,0.999168581,2.617118868
0.010294921,-0.02396521,0.999659784,-0.033665982,-0.017252103,0.999284227,2.548273783
0.01029163,-0.023843114,0.999662737,-0.038165744,-0.017438127,0.999119256,2.80100323
0.009995429,-0.023664445,0.999669988,-0.037120156,-0.013730956,0.99921647,2.759258132
0.009880557,-0.023522538,0.999674479,-0.031950198,-0.014062872,0.999390525,2.457487996
0.009695582,-0.023506461,0.999676669,-0.03319984,-0.013733318,0.999354375,2.52098027
0.009440819,-0.023610289,0.99967666,-0.034776157,-0.019305869,0.999208638,2.545772652
0.009143932,-0.023429776,0.999683667,-0.034125937,-0.017725526,0.99926034,2.500947159
0.008738672,-0.024245105,0.99966785,-0.033432313,-0.017171273,0.999293464,2.45025718
0.008475594,-0.023142454,0.999696249,-0.038500287,-0.014617019,0.999151675,2.735923723
0.007933444,-0.023128176,0.999701029,-0.035452198,-0.013109267,0.999285389,2.55155611
0.007301474,-0.023249889,0.999703021,-0.031897512,-0.013291562,0.999402763,2.317500592
0.006447143,-0.022242998,0.999731806,-0.032919801,-0.015370881,0.999339793,2.289931428
0.006395472,-0.023107155,0.999712537,-0.033111581,-0.015313369,0.99933434,2.307471533
0.005950985,-0.023023117,0.999717221,-0.032999475,-0.01544626,0.999336003,2.273782944
0.005629694,-0.022967194,0.999720368,-0.032792639,-0.015561962,0.999341017,2.242200241
0.005704149,-0.022422784,0.999732305,-0.036631918,-0.014191566,0.999228053,2.471460092
0.00545837,-0.022736422,0.999726593,-0.030440313,-0.013853687,0.999440575,2.119058006
0.005442349,-0.023099123,0.999718366,-0.032552793,-0.014345753,0.999367057,2.234218331
0.005416276,-0.023572762,0.999707452,-0.034102427,-0.017505912,0.999265014,2.291074304
0.00544109,-0.02459817,0.999682612,-0.039838234,-0.016307408,0.999073062,2.637909031
0.005244488,-0.025084975,0.999671566,-0.029665572,-0.014631546,0.999452786,2.088100099
0.005927387,-0.024635928,0.999678917,-0.031521737,-0.012847296,0.999420496,2.249670119
0.00463023,-0.026509164,0.999637847,-0.031826175,-0.013472442,0.999402616,2.218514643
0.005099508,-0.026203933,0.999643611,-0.032312444,-0.014199758,0.999376942,2.251384547
0.005142804,-0.026674828,0.999630934,-0.033782133,-0.016550954,0.999292166,2.304669905
0.005085228,-0.027095378,0.999619918,-0.033012553,-0.016181894,0.99932393,2.27084959
0.005024497,-0.027239141,0.999616318,-0.038249292,-0.016482612,0.999132281,2.555216818
0.004936116,-0.026956424,0.999624422,-0.036604072,-0.015605193,0.999207996,2.467644618
0.004641446,-0.026961964,0.999625685,-0.035611599,-0.012710851,0.999284868,2.446868708
0.004494427,-0.027198635,0.999619945,-0.032221163,-0.013760246,0.999386038,2.240312116
0.004287619,-0.027525992,0.999611893,-0.033106833,-0.016443256,0.999316545,2.234867504
0.00420573,-0.027684112,0.999607874,-0.032654134,-0.015803231,0.999341766,2.219102749
0.00392839,-0.027573957,0.999612047,-0.03293162,-0.015508936,0.999337271,2.222374097
0.003614739,-0.027156748,0.999624652,-0.038025745,-0.016402889,0.999142126,2.464446897
0.003350551,-0.026738709,0.999636842,-0.029628309,-0.011593023,0.999493754,2.07942009
0.002780796,-0.027129593,0.999628057,-0.032178788,-0.013418651,0.999392048,2.151747495
0.002944617,-0.027030215,0.99963028,-0.032363404,-0.014083682,0.999376936,2.154885017
0.003341625,-0.026892648,0.999632742,-0.03212441,-0.01513077,0.999369342,2.141063847
0.003218337,-0.026610873,0.999640687,-0.033695493,-0.017266719,0.99928298,2.181944285
0.002953721,-0.026397777,0.999647154,-0.036581924,-0.016085243,0.999201195,2.341320977
0.003247351,-0.0258444,0.999660703,-0.036077063,-0.014514138,0.999243607,2.345065354
0.00302087,-0.026020021,0.999656858,-0.031225229,-0.013732445,0.999418033,2.084797242
0.003572391,-0.025654499,0.999664486,-0.032040332,-0.014211621,0.999385535,2.143387985
0.003606603,-0.025802151,0.999660563,-0.032220337,-0.01451044,0.999375453,2.152461164
0.003589499,-0.025876936,0.999658692,-0.033513763,-0.016383544,0.999303961,2.194571722
0.003601026,-0.025842358,0.999659545,-0.032760206,-0.015461887,0.999343634,2.166783405
0.003268633,-0.026227425,0.999650658,-0.032893904,-0.015026118,0.99934589,2.169280902
0.003805939,-0.025130791,0.999676927,-0.038095991,-0.013622667,0.999181224,2.490061431
0.003649191,-0.025193017,0.999675945,-0.028868377,-0.013775582,0.999488294,1.974754439
0.003608186,-0.025307303,0.999673207,-0.032368859,-0.014706694,0.999367785,2.149148514
0.003571085,-0.025450827,0.999669697,-0.033299431,-0.016337403,0.999311882,2.176327914
0.003294947,-0.025745395,0.999663102,-0.03305312,-0.015905133,0.999327033,2.157772478
0.003379059,-0.025694139,0.99966414,-0.032949565,-0.015703311,0.999333644,2.15896612
0.003271233,-0.025419855,0.999671511,-0.036799466,-0.013632963,0.999229674,2.393455782
0.003595944,-0.024797995,0.999686015,-0.029998386,-0.013160013,0.999463311,2.037188836
0.003447912,-0.024712141,0.999688663,-0.031878982,-0.013376906,0.999402216,2.125910473
0.003161945,-0.02500096,0.999682427,-0.03284321,-0.015687619,0.999337392,2.131054918
0.003362894,-0.02448263,0.999694599,-0.032678745,-0.015297168,0.999348836,2.131257825
0.003105421,-0.024167476,0.999703101,-0.033004196,-0.015203984,0.999339563,2.13194241
0.002988568,-0.023789686,0.999712518,-0.032007227,-0.012685392,0.999407133,2.103820962
0.002561632,-0.024461887,0.999697481,-0.032145424,-0.014668949,0.999375552,2.066405443
0.00292595,-0.02426788,0.99970121,-0.032234557,-0.01406679,0.999381338,2.09782029
0.002560639,-0.024641923,0.999693062,-0.032977583,-0.015617058,0.999334072,2.101039382
0.002759742,-0.024448309,0.999697286,-0.036713143,-0.015854314,0.999200073,2.314944239
0.002638635,-0.024620704,0.999693382,-0.036300475,-0.015779344,0.999216337,2.288149426
0.002286524,-0.024875911,0.999687932,-0.035589979,-0.014211552,0.999265423,2.25481741
0.002381111,-0.02497764,0.999685174,-0.030030604,-0.013536711,0.999457313,1.969493868
0.002809775,-0.024656046,0.999692045,-0.032293338,-0.014580805,0.999372073,2.09266092
0.002745335,-0.02491857,0.999685715,-0.038425003,-0.015713839,0.999137926,2.417507131
0.002313038,-0.025543516,0.999671035,-0.030598393,-0.016447596,0.999396425,1.956537015
0.002814808,-0.024677556,0.9996915,-0.039262642,-0.016839752,0.999087017,2.452760101
0.002704735,-0.024753091,0.999689936,-0.032167705,-0.013713266,0.999388406,2.095964616
0.002754713,-0.024840923,0.999687621,-0.032269908,-0.013805142,0.999383846,2.10421147
0.002786411,-0.025052074,0.999682264,-0.032143446,-0.01422686,0.999382007,2.095427697
0.002841002,-0.025238712,0.999677416,-0.032317155,-0.014526359,0.999372096,2.106035635
0.002914363,-0.025583637,0.999668437,-0.036926347,-0.015025223,0.999205028,2.361821815
0.002658134,-0.026086581,0.999656153,-0.036675421,-0.017067341,0.999181475,2.312452057
0.003187698,-0.025698508,0.999664656,-0.036095689,-0.016148944,0.999217851,2.316621499
0.003108738,-0.025720447,0.999664341,-0.035368985,-0.012970161,0.999290153,2.322755687
0.003213755,-0.025561695,0.999668081,-0.029346793,-0.013270915,0.99948119,1.994197499
0.003246541,-0.025546482,0.999668364,-0.03225839,-0.014332904,0.999376788,2.133519515
0.003385956,-0.025609402,0.999666291,-0.032603203,-0.014154311,0.999368144,2.164155851
0.003460081,-0.025615763,0.999665874,-0.036097676,-0.016113979,0.999218343,2.331261492
0.003569604,-0.025500414,0.999668438,-0.036437189,-0.016128512,0.999205786,2.354590058
0.003658766,-0.025324621,0.999672585,-0.036016937,-0.014388106,0.999247598,2.358324158
0.003796799,-0.025306077,0.99967254,-0.031149182,-0.01393169,0.999417649,2.105816964
0.003923365,-0.02533896,0.999671218,-0.033184126,-0.016837913,0.999307409,2.181413041
0.003969363,-0.025533597,0.999666084,-0.031560005,-0.013219682,0.999414432,2.154655341
0.003985758,-0.025815291,0.999658784,-0.038623348,-0.017314629,0.999103819,2.489831125
0.003928298,-0.025710183,0.99966172,-0.036149226,-0.015350696,0.999228497,2.372044867
0.003949423,-0.025832267,0.99965849,-0.030241962,-0.014250883,0.999441012,2.068503133
0.003910847,-0.025684625,0.999662446,-0.031418333,-0.012413867,0.999429229,2.162479246
0.003974349,-0.025978094,0.999654612,-0.032312994,-0.014162994,0.999377446,2.18673417
0.004024585,-0.026129244,0.999650472,-0.032186601,-0.014169179,0.999381437,2.18517254
0.003736736,-0.026531985,0.999640981,-0.033016194,-0.016433255,0.999319708,2.184045178
0.004027078,-0.026072617,0.99965194,-0.03293006,-0.015174609,0.999342455,2.207840762
0.003819217,-0.026104863,0.999651914,-0.032997479,-0.015286475,0.999338526,2.19883371
0.003806468,-0.025959538,0.999655747,-0.031614797,-0.013351499,0.999410948,2.154393851
0.003375672,-0.02622735,0.999650304,-0.032219883,-0.013610151,0.999388134,2.163987754
0.003506175,-0.026149764,0.999651888,-0.03204563,-0.013447213,0.999395943,2.163263252
0.003395261,-0.026152941,0.999652187,-0.032201508,-0.013940186,0.999384177,2.156423454
0.003366036,-0.026266943,0.999649297,-0.033483218,-0.017421682,0.999287426,2.171509316
0.003369454,-0.025990101,0.999656522,-0.035584454,-0.01440335,0.999262873,2.328805353
0.00370589,-0.025638872,0.999664401,-0.032495911,-0.015679682,0.99934887,2.151470726
0.003354305,-0.025831697,0.999660678,-0.032922972,-0.01601936,0.999329504,2.153436349
0.003609802,-0.025322985,0.999672804,-0.032271247,-0.013807592,0.999383769,2.15930269
0.003587407,-0.025276718,0.999674056,-0.032556579,-0.013693334,0.999376086,2.174844182
0.003726087,-0.025501395,0.999667842,-0.032238518,-0.014213158,0.999379139,2.159928394
0.003811592,-0.025670242,0.999663198,-0.038746119,-0.017197372,0.99910109,2.486636784
0.00391592,-0.025905735,0.99965672,-0.036137092,-0.01619873,0.999215548,2.361604481
0.003619641,-0.026312632,0.99964721,-0.030278845,-0.015108205,0.999427303,2.045732392
0.003973554,-0.025890473,0.999656888,-0.031719495,-0.012815233,0.99941465,2.178135317
0.00451451,-0.025608288,0.99966186,-0.032197131,-0.014637273,0.999374352,2.195535175
0.004452157,-0.025903687,0.999654529,-0.036493392,-0.016654453,0.999195107,2.405437754
0.004567973,-0.025904436,0.999653987,-0.032057279,-0.015159617,0.999371061,2.18710618
0.004661157,-0.026011519,0.999650776,-0.031918394,-0.013183837,0.999403523,2.221172228
0.004728165,-0.026089628,0.999648426,-0.038176447,-0.016918639,0.999127779,2.51416385
0.004787834,-0.026176307,0.999645876,-0.030301286,-0.012992364,0.999456368,2.147837715
0.004872061,-0.026355037,0.999640773,-0.032226217,-0.014258671,0.999378888,2.235905728
0.005013329,-0.026644548,0.9996324,-0.033414347,-0.017108835,0.999295136,2.268749931
0.005021217,-0.026725916,0.999630188,-0.031643872,-0.013544474,0.999407431,2.232566582
0.005114841,-0.026775291,0.999628392,-0.038699884,-0.015372736,0.999132623,2.594394723
0.005002472,-0.026609067,0.999633399,-0.035778692,-0.014753097,0.999250835,2.433610827
0.004987912,-0.026451002,0.999637667,-0.03227109,-0.013752873,0.999384528,2.255547832
0.005059987,-0.026496671,0.999636095,-0.032128417,-0.013706085,0.999389768,2.253434035
0.005106521,-0.026717416,0.999629983,-0.032885769,-0.015808749,0.999334083,2.264962497
0.004963365,-0.026528946,0.999635724,-0.031554564,-0.013417684,0.999411965,2.223270665
0.004834932,-0.026475813,0.999637762,-0.037978505,-0.016927855,0.999135166,2.513656099
0.004710304,-0.026264234,0.999643938,-0.030998629,-0.015056075,0.999406023,2.144554946
0.004582458,-0.026128366,0.999648093,-0.031893666,-0.012924393,0.999407702,2.222824536
0.004248145,-0.026813993,0.999631414,-0.03252273,-0.014281225,0.99936896,2.226017568
0.004372565,-0.026830575,0.999630432,-0.032461284,-0.015264055,0.99935643,2.212223414
0.004799446,-0.026594787,0.999634775,-0.0336175,-0.017211007,0.999286568,2.266076866
0.004307427,-0.026338424,0.999643803,-0.03557247,-0.014271635,0.99926519,2.387528404
0.00433203,-0.026232922,0.999646471,-0.035575995,-0.014158388,0.999266675,2.389200305
0.004274819,-0.026312599,0.999644623,-0.031473479,-0.013798597,0.999409335,2.170268475
0.004214496,-0.026723595,0.999633977,-0.032187059,-0.013668308,0.999388398,2.215917858
0.004097174,-0.026736241,0.999634126,-0.032268782,-0.014306641,0.999376829,2.202145823
0.004062932,-0.026598653,0.999637937,-0.03358774,-0.016464327,0.99930015,2.234230113
0.003769574,-0.026980278,0.999628859,-0.032749438,-0.015825363,0.999338297,2.188017699
0.004170176,-0.02653846,0.999639095,-0.032748058,-0.015481555,0.999343728,2.208291313
0.003901485,-0.02657651,0.999639169,-0.03783775,-0.013796626,0.99918865,2.501401988
0.003789563,-0.026504373,0.999641514,-0.029168672,-0.013361356,0.999485199,2.033104805
0.003903155,-0.026749306,0.999634553,-0.033167529,-0.015526623,0.999329195,2.219399986
0.003886971,-0.026984143,0.999628305,-0.033056724,-0.015731808,0.999329657,2.212927599
0.003874085,-0.027225818,0.999621802,-0.031987329,-0.013609613,0.999395612,2.198003552
0.003962354,-0.027203706,0.999622058,-0.036567703,-0.014898071,0.999220121,2.427167203
0.003987858,-0.027029359,0.999626686,-0.030637715,-0.013459429,0.99943993,2.130962172
0.003741169,-0.027143837,0.999624537,-0.031934594,-0.013881242,0.999393563,2.180919063
0.004240704,-0.026598351,0.999637206,-0.032259357,-0.014191706,0.999378772,2.208995828
0.004165467,-0.026631802,0.999636632,-0.032381043,-0.013980919,0.999377807,2.216055069
0.00418834,-0.026726797,0.999634001,-0.033628613,-0.016936869,0.999290878,2.238407933
0.004272617,-0.026834552,0.999630758,-0.032882257,-0.014959047,0.999347279,2.235112439
0.004335021,-0.026724088,0.999633448,-0.031269875,-0.012104224,0.999437683,2.205456116
0.004434231,-0.026936848,0.999627302,-0.031908137,-0.013554992,0.999398886,2.219116233
0.00410638,-0.028305652,0.99959088,-0.033066185,-0.016323405,0.999319856,2.237942075
0.00462089,-0.027873337,0.999600783,-0.036321782,-0.015503749,0.999219877,2.450848725
0.004600502,-0.027938281,0.999599064,-0.031335225,-0.013063264,0.999423561,2.228551082
0.004598437,-0.027686422,0.999606081,-0.036540194,-0.014409384,0.999228294,2.477073927
0.004547265,-0.027390236,0.999614474,-0.030802782,-0.013846078,0.999429575,2.169139366
0.004382746,-0.027249423,0.999619058,-0.033356946,-0.016285919,0.999310804,2.251933096
0.004322173,-0.027456193,0.999613664,-0.03344502,-0.01571313,0.999317031,2.2663015
0.004379669,-0.027971308,0.999599132,-0.033230725,-0.015557672,0.999326612,2.269462232
0.004319272,-0.028258948,0.999591304,-0.037444428,-0.01423784,0.999197277,2.524441527
0.004225157,-0.028171035,0.999594188,-0.029262046,-0.013328816,0.999482904,2.098814606
0.004117166,-0.02804038,0.999598312,-0.031875189,-0.013522839,0.999400373,2.223812186
0.004455255,-0.028531645,0.999582961,-0.03336456,-0.016554515,0.999306136,2.273186572
0.004449685,-0.028756243,0.99957655,-0.032755582,-0.020544763,0.999252213,2.183218168
0.005042967,-0.028054891,0.999593663,-0.032591605,-0.020435676,0.999259811,2.200266983
0.003968005,-0.028530354,0.999585051,-0.036964107,-0.020898057,0.999098056,2.385994362
0.003824769,-0.027704137,0.999608849,-0.035541514,-0.017486178,0.999215209,2.33053286
0.003415673,-0.027029857,0.999628791,-0.0299755,-0.017238398,0.999401975,1.993873995
0.003039218,-0.0262882,0.999649786,-0.032240668,-0.017686819,0.999323629,2.080795805
0.002612365,-0.025911291,0.999660833,-0.032319101,-0.018460169,0.999307109,2.046660561
0.00223905,-0.025634267,0.999668881,-0.036624128,-0.022591991,0.999073709,2.233910076
0.001983976,-0.025533197,0.999672006,-0.031237969,-0.020145377,0.999308938,1.928549875
0.001526947,-0.025353066,0.999677393,-0.032537407,-0.019941042,0.999271571,1.976457656
0.001231289,-0.025353209,0.999677797,-0.031827605,-0.018188405,0.999327867,1.93830572
0.000602116,-0.025387098,0.999677514,-0.032224515,-0.018040553,0.999317827,1.927554303
0.00035445,-0.025611773,0.999671902,-0.032361287,-0.018030702,0.999313585,1.924342116
0.000405911,-0.025603895,0.999672084,-0.032113524,-0.018219855,0.999318147,1.910851662
-0.00029287,-0.026191341,0.999656905,-0.032883693,-0.020891325,0.999240819,1.892083375
-0.000391046,-0.025825809,0.999666382,-0.032300859,-0.019771767,0.999282609,1.861123231
-0.000310819,-0.024909619,0.999689659,-0.037496783,-0.017388296,0.999145454,2.174097542
-0.00043973,-0.025302448,0.999679745,-0.029547337,-0.017191795,0.999415528,1.731408634
-0.00036482,-0.025368636,0.999678098,-0.03208683,-0.018065396,0.999321808,1.865277944
-0.000841879,-0.026170631,0.999657136,-0.032234614,-0.019154119,0.999296777,1.843245701
-0.000563927,-0.02570656,0.999669373,-0.033031521,-0.020400767,0.999246079,1.885173002
-0.000519459,-0.025691066,0.999669795,-0.032995152,-0.019965978,0.999256063,1.889646615
-0.000579777,-0.025734433,0.999668647,-0.036459572,-0.017974307,0.99917347,2.103602562
-0.000590524,-0.025614348,0.999671724,-0.030743608,-0.017791221,0.999368952,1.785000299
-0.00015553,-0.025106632,0.999684767,-0.031485653,-0.017502096,0.999350955,1.847384303
-0.000168406,-0.025256257,0.999680996,-0.031999907,-0.018189792,0.999322339,1.868406729
-0.000431948,-0.025643384,0.999671061,-0.032043494,-0.018587387,0.999313626,1.855973343
0.000225694,-0.025116027,0.999684517,-0.033564927,-0.021929633,0.99919592,1.944943608
-0.000321996,-0.026070219,0.999660062,-0.032906458,-0.019638307,0.999265481,1.90319799
0.000463529,-0.025149813,0.999683586,-0.039272581,-0.021014257,0.99900754,2.289488579
0.000450909,-0.025065996,0.999685697,-0.03538424,-0.016924004,0.999230471,2.105812256
0.00071519,-0.025084987,0.999685066,-0.031689604,-0.017986142,0.999335913,1.900879467
0.000885382,-0.025131047,0.999683773,-0.036480961,-0.018916965,0.999155287,2.170677984
0.000999437,-0.025006811,0.999686781,-0.036590854,-0.021200407,0.999105426,2.165163917
0.001307056,-0.025148445,0.999682873,-0.031388515,-0.020096238,0.99930521,1.895761143
0.001476992,-0.025233053,0.999680505,-0.032575318,-0.020045785,0.99926824,1.973800037
0.00162959,-0.025214329,0.99968074,-0.031807542,-0.017125902,0.999347279,1.97125161
0.00167352,-0.025221844,0.999680478,-0.032215748,-0.017814259,0.999322169,1.987762147
0.001708741,-0.024757665,0.999692022,-0.032101189,-0.017861532,0.999325012,1.977261452
0.001835045,-0.025020071,0.999685265,-0.03226523,-0.017634919,0.999323754,1.999305386
0.001760499,-0.025731507,0.99966734,-0.032768525,-0.020646527,0.999249691,1.99994991
0.002057862,-0.0254662,0.999673566,-0.032422878,-0.020036494,0.999273384,2.000178351
0.001848612,-0.025161781,0.999681683,-0.036523783,-0.018441698,0.999162608,2.232375996
0.001492428,-0.025033253,0.999685505,-0.03624772,-0.018771608,0.999166517,2.19224684
0.001458766,-0.024595031,0.999696432,-0.030546912,-0.017475998,0.999380546,1.878777569
